id,solicitante,soliciado_em,executado_em,intervalo_em_seg,valor
156,8,2021-11-04 16:58:17,2021-12-03 12:37:53,2489976.03,400.00000
157,8,2021-11-04 16:58:17,2021-12-03 12:37:53,2489976.09,7600.00000
170,9,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.64,8820.00000
537,20,2021-11-04 16:58:25,2021-12-03 12:38:18,2489993.20,12600.00000
538,20,2021-11-04 16:58:25,2021-12-03 12:38:18,2489993.24,17000.00000
129,7,2021-11-04 16:58:17,2021-12-03 12:37:51,2489974.94,3500.00000
539,20,2021-11-04 16:58:25,2021-12-03 12:38:18,2489993.29,15800.00000
675,31,2021-11-04 16:58:28,2021-12-03 12:38:27,2489999.22,30380.00000
171,9,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.69,2520.00000
540,20,2021-11-04 16:58:25,2021-12-03 12:38:18,2489993.34,12200.00000
678,31,2021-11-04 16:58:28,2021-12-03 12:38:28,2489999.32,26040.00000
130,7,2021-11-04 16:58:17,2021-12-03 12:37:52,2489974.98,140.00000
700,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.24,26040.00000
145,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.60,480.00000
551,20,2021-11-04 16:58:25,2021-12-03 12:38:19,2489993.82,9200.00000
703,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.40,10540.00000
146,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.64,4960.00000
554,20,2021-11-04 16:58:25,2021-12-03 12:38:19,2489993.99,1600.00000
651,27,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.25,24300.00000
683,31,2021-11-04 16:58:28,2021-12-03 12:38:28,2489999.52,18600.00000
148,8,2021-11-04 16:58:17,2021-12-03 12:37:53,2489975.73,1520.00000
419,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.86,2940.00000
617,24,2021-11-04 16:58:27,2021-12-03 12:38:24,2489996.85,14880.00000
149,8,2021-11-04 16:58:17,2021-12-03 12:37:53,2489975.77,6640.00000
685,31,2021-11-04 16:58:28,2021-12-03 12:38:28,2489999.61,11780.00000
556,20,2021-11-04 16:58:25,2021-12-03 12:38:19,2489994.07,0.00000
687,31,2021-11-04 16:58:29,2021-12-03 12:38:28,2489999.69,20770.00000
688,31,2021-11-04 16:58:29,2021-12-03 12:38:28,2489999.73,7750.00000
136,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.22,720.00000
139,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.35,6400.00000
140,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.39,5360.00000
141,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.43,6320.00000
142,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.47,7760.00000
143,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.52,1360.00000
144,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.56,4480.00000
327,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.45,2880.00000
705,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.47,15500.00000
137,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.26,2080.00000
138,8,2021-11-04 16:58:17,2021-12-03 12:37:52,2489975.30,3040.00000
161,8,2021-11-04 16:58:17,2021-12-03 12:37:53,2489976.27,4160.00000
162,8,2021-11-04 16:58:17,2021-12-03 12:37:53,2489976.31,2880.00000
163,8,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.35,6720.00000
164,8,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.40,5920.00000
165,9,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.44,8190.00000
166,9,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.47,6750.00000
167,9,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.51,2610.00000
168,9,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.56,8100.00000
169,9,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.60,5220.00000
709,31,2021-11-04 16:58:29,2021-12-03 12:38:30,2490000.64,11160.00000
160,8,2021-11-04 16:58:17,2021-12-03 12:37:53,2489976.22,400.00000
177,9,2021-11-04 16:58:17,2021-12-03 12:37:54,2489976.96,5850.00000
178,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.00,8010.00000
179,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.04,1080.00000
180,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.08,900.00000
181,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.12,5580.00000
182,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.17,6390.00000
184,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.25,6570.00000
185,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.30,4770.00000
186,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.33,3240.00000
190,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.51,4230.00000
191,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.55,7920.00000
192,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.59,3150.00000
193,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.63,900.00000
194,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489977.67,2160.00000
195,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489977.71,1530.00000
196,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489977.76,7740.00000
197,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489977.80,2250.00000
198,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489977.84,1170.00000
199,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489977.88,5760.00000
188,9,2021-11-04 16:58:18,2021-12-03 12:37:55,2489977.42,360.00000
203,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489978.04,8640.00000
204,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489978.08,3870.00000
205,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489978.12,8460.00000
206,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489978.17,6210.00000
207,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489978.21,2790.00000
208,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489978.24,3600.00000
209,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489978.28,810.00000
210,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489978.31,4770.00000
211,9,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.35,180.00000
212,9,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.39,360.00000
213,9,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.43,4500.00000
201,9,2021-11-04 16:58:18,2021-12-03 12:37:56,2489977.96,6570.00000
217,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.59,6400.00000
218,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.63,9300.00000
220,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.71,9000.00000
221,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.75,8500.00000
222,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.79,9900.00000
223,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.83,8900.00000
224,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.88,3900.00000
225,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.92,6800.00000
226,10,2021-11-04 16:58:19,2021-12-03 12:37:57,2489978.96,1100.00000
219,10,2021-11-04 16:58:18,2021-12-03 12:37:57,2489978.67,1100.00000
230,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.13,9300.00000
233,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.26,2900.00000
231,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.17,7200.00000
234,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.30,1400.00000
235,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.34,2500.00000
236,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.38,8400.00000
237,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.42,400.00000
238,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.47,3200.00000
239,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.52,4600.00000
232,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.21,9500.00000
241,10,2021-11-04 16:58:19,2021-12-03 12:37:58,2489979.60,6300.00000
247,10,2021-11-04 16:58:19,2021-12-03 12:37:59,2489979.85,3300.00000
244,10,2021-11-04 16:58:19,2021-12-03 12:37:59,2489979.73,8400.00000
248,10,2021-11-04 16:58:19,2021-12-03 12:37:59,2489979.89,900.00000
249,10,2021-11-04 16:58:19,2021-12-03 12:37:59,2489979.93,8000.00000
625,24,2021-11-04 16:58:27,2021-12-03 12:38:24,2489997.18,22080.00000
245,10,2021-11-04 16:58:19,2021-12-03 12:37:59,2489979.77,6200.00000
246,10,2021-11-04 16:58:19,2021-12-03 12:37:59,2489979.81,1400.00000
254,10,2021-11-04 16:58:19,2021-12-03 12:37:59,2489980.23,1500.00000
255,10,2021-11-04 16:58:19,2021-12-03 12:37:59,2489980.29,2000.00000
257,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.39,4000.00000
258,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.45,8100.00000
259,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.48,5300.00000
260,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.52,3800.00000
261,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.56,1400.00000
265,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.74,600.00000
266,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.79,9400.00000
269,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.93,2600.00000
270,11,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.98,3080.00000
271,11,2021-11-04 16:58:19,2021-12-03 12:38:00,2489981.02,5500.00000
272,11,2021-11-04 16:58:19,2021-12-03 12:38:00,2489981.06,7590.00000
273,11,2021-11-04 16:58:19,2021-12-03 12:38:01,2489981.11,1100.00000
274,11,2021-11-04 16:58:19,2021-12-03 12:38:01,2489981.15,8690.00000
631,25,2021-11-04 16:58:27,2021-12-03 12:38:24,2489997.42,10250.00000
267,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.83,1400.00000
268,10,2021-11-04 16:58:19,2021-12-03 12:38:00,2489980.88,9000.00000
277,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.29,8360.00000
278,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.33,8470.00000
279,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.38,2200.00000
280,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.42,3190.00000
281,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.47,220.00000
282,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.51,8250.00000
283,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.55,8580.00000
284,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.60,4510.00000
286,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.69,2310.00000
287,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.73,4730.00000
276,11,2021-11-04 16:58:20,2021-12-03 12:38:01,2489981.24,8140.00000
291,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489981.88,10780.00000
292,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489981.93,9130.00000
293,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489981.97,9900.00000
294,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.01,9240.00000
295,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.06,220.00000
296,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.10,7370.00000
297,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.15,2420.00000
298,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.20,9020.00000
299,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.24,10340.00000
300,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.27,3740.00000
290,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489981.84,7040.00000
303,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.38,3080.00000
304,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.45,8800.00000
305,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.50,5170.00000
306,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.54,4730.00000
307,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.59,6270.00000
308,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.64,220.00000
309,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.69,2750.00000
310,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.74,5060.00000
311,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.78,5940.00000
312,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.83,3080.00000
313,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.87,10120.00000
302,11,2021-11-04 16:58:20,2021-12-03 12:38:02,2489982.35,6820.00000
316,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489983.00,10450.00000
317,11,11-2011-04 16:58:20,2021-12-03 12:38:03,2489983.04,10010.00000
318,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489983.08,4620.00000
320,11,2021-11-04 16:58:20,2021-12-03 12:38:04,2489983.17,2530.00000
321,11,2021-11-04 16:58:20,2021-12-03 12:38:04,2489983.22,7150.00000
322,11,2021-11-04 16:58:20,2021-12-03 12:38:04,2489983.26,8250.00000
323,12,2021-11-04 16:58:20,2021-12-03 12:38:04,2489983.29,4920.00000
324,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.33,7680.00000
325,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.36,3240.00000
326,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.41,10800.00000
315,11,2021-11-04 16:58:20,2021-12-03 12:38:03,2489982.95,2970.00000
330,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.59,5880.00000
331,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.63,10440.00000
332,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.68,10920.00000
333,12,2021-11-04 16:58:21,2021-12-03 12:62:04,2489983.73,6120.00000
334,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.77,7080.00000
335,12,2021-11-04 16:58:21,2021-12-03 12:38:05,2489983.81,7320.00000
336,12,2021-11-04 16:58:21,2021-12-03 12:38:05,2489983.86,960.00000
337,12,2021-11-04 16:58:21,2021-12-03 12:38:05,2489983.91,4800.00000
338,12,2021-11-04 16:58:21,2021-12-03 12:38:05,2489983.95,2160.00000
339,12,2021-11-04 16:58:21,2021-12-03 12:38:05,2489983.99,11880.00000
340,12,2021-11-04 16:58:21,2021-12-03 12:38:05,2489984.17,10080.00000
329,12,2021-11-04 16:58:21,2021-12-03 12:38:04,2489983.54,11760.00000
343,12,2021-11-04 16:58:21,2021-12-03 12:38:05,2489984.57,240.00000
344,12,2021-11-04 16:58:21,2021-12-03 12:38:06,2489984.62,6360.00000
346,12,2021-11-04 16:58:21,2021-12-03 12:38:06,2489984.71,4800.00000
347,12,2021-11-04 16:58:21,2021-12-03 12:38:06,2489984.76,4080.00000
348,12,2021-11-04 16:58:21,2021-12-03 12:38:06,2489984.80,11520.00000
350,12,2021-11-04 16:58:21,2021-12-03 12:38:06,2489984.86,4200.00000
363,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.41,3900.00000
364,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.45,650.00000
354,13,2021-11-04 16:58:21,2021-12-03 12:38:06,2489985.03,12870.00000
355,13,2021-11-04 16:58:21,2021-12-03 12:38:06,2489985.07,6500.00000
356,13,2021-11-04 16:58:21,2021-12-03 12:38:06,2489985.12,12740.00000
357,13,2021-11-04 16:58:21,2021-12-03 12:38:06,2489985.16,11050.00000
358,13,2021-11-04 16:58:21,2021-12-03 12:38:06,2489985.20,7800.00000
360,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.29,5590.00000
361,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.33,11180.00000
362,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.37,0.00000
359,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.25,9880.00000
352,13,2021-11-04 16:58:21,2021-12-03 12:38:06,2489984.94,11700.00000
353,13,2021-11-04 16:58:21,2021-12-03 12:38:06,2489984.98,11180.00000
367,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.59,5590.00000
369,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.68,3770.00000
370,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.72,7280.00000
371,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.76,1820.00000
372,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.81,3380.00000
373,13,2021-11-04 16:58:22,2021-12-03 12:38:07,2489985.85,2470.00000
374,13,2021-11-04 16:58:22,2021-12-03 12:38:07,2489985.90,2080.00000
375,13,2021-11-04 16:58:22,2021-12-03 12:38:07,2489985.94,5200.00000
376,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489985.98,6500.00000
377,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.02,7670.00000
366,13,2021-11-04 16:58:21,2021-12-03 12:38:07,2489985.54,4160.00000
381,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.19,4290.00000
379,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.10,3120.00000
382,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.23,9880.00000
383,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.27,2730.00000
384,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.32,5330.00000
385,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.36,5590.00000
386,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.41,6760.00000
387,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.45,12870.00000
389,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.54,5330.00000
390,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.58,10400.00000
380,13,2021-11-04 16:58:22,2021-12-03 12:38:08,2489986.14,4680.00000
393,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489986.71,9230.00000
392,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489986.66,9230.00000
395,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489986.79,3640.00000
396,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489986.82,12350.00000
397,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489986.86,10400.00000
